ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,User-ID,Book-Rating,Rating-Count
0553279912,A Is for Alibi (Kinsey Millhone Mysteries (Paperback)),SUE GRAFTON,1987,Bantam,37712,4,209
0446532231,"Dude, Where's My Country?",Michael Moore,2003,Warner Books,37712,10,104
0451191145,Atlas Shrugged,Ayn Rand,1996,Signet Book,37712,8,57
0385720106,A Map of the World,Jane Hamilton,1999,Anchor Books/Doubleday,37712,7,183
068484477X,STONES FROM THE RIVER,Ursula Hegi,1997,Touchstone,37712,7,191
0375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,37712,4,262
0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999,Scribner,37712,7,161
0374129983,The Corrections,Jonathan Franzen,2001,Farrar Straus &amp; Giroux,37712,7,63
0060959037,Prodigal Summer: A Novel,Barbara Kingsolver,2001,Perennial,37712,10,85
014028009X,Bridget Jones's Diary,Helen Fielding,1999,Penguin Books,37712,10,164
031242227X,Running with Scissors: A Memoir,Augusten Burroughs,2003,Picador USA,37712,10,79
0375705198,Amy and Isabelle : A novel,ELIZABETH STROUT,2000,Vintage,37712,7,60
0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,37712,8,253
014029628X,Girl in Hyacinth Blue,Susan Vreeland,2000,Penguin Books,37712,9,121
0446365386,Gone with the Wind,Margaret Mitchell,1993,Warner Books,37712,10,63
0440217563,Voyager,DIANA GABALDON,1994,Dell,37712,10,63
014023313X,The Stone Diaries,Carol Shields,1995,Penguin Books,37712,7,111
0440212561,Outlander,DIANA GABALDON,1992,Dell,37712,10,130
0684801523,The Great Gatsby,F. Scott Fitzgerald,1995,Scribner,37712,8,96
140003065X,A Fine Balance,Rohinton Mistry,2001,Vintage Books USA,37712,9,78
038542017X,"Like Water for Chocolate : A Novel in Monthly Installments with Recipes, Romances, and Home Remedies",LAURA ESQUIVEL,1995,Anchor,37712,10,77
0061097101,The Saving Graces: A Novel,Patricia Gaffney,2000,HarperTorch,37712,10,120
0688170528,The Pact: A Love Story,Jodi Picoult,1999,Quill,37712,7,52
0385503954,Atonement: A Novel,Ian McEwan,2002,Nan A. Talese,37712,8,54
0385720955,The Blind Assassin,Margaret Atwood,2001,Anchor Books/Doubleday,37712,8,80
0156028778,The Crimson Petal and the White,Michel Faber,2003,Harvest Books,37712,4,66
0877017883,Griffin &amp; Sabine: An Extraordinary Correspondence,Nick Bantock,1991,Chronicle Books,37712,10,51
0345397819,Lasher: Lives of the Mayfair Witches (Lives of the Mayfair Witches),Anne Rice,1995,Ballantine Books,37712,10,67
0971880107,Wild Animus,Rich Shapero,2004,Too Far,37950,3,772
0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company,37950,9,216
0140067477,The Tao of Pooh,Benjamin Hoff,1983,Penguin Books,37950,6,108
0385497466,The Brethren,JOHN GRISHAM,2000,Doubleday,37950,8,69
155874262X,Chicken Soup for the Soul (Chicken Soup for the Soul),Jack Canfield,1993,Health Communications,37950,6,109
0451526341,Animal Farm,George Orwell,2004,Signet,37950,9,78
038542471X,The Client,John Grisham,1993,Doubleday Books,37950,7,67
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,37950,6,328
0553578693,The Next Accident,LISA GARDNER,2002,Bantam,37950,7,91
0345413369,"The Subtle Knife (His Dark Materials, Book 2)",PHILIP PULLMAN,1998,Del Rey,37950,9,56
0345339711,"The Two Towers (The Lord of the Rings, Part 2)",J.R.R. TOLKIEN,1986,Del Rey,37950,9,105
044022165X,The Rainmaker,JOHN GRISHAM,1996,Dell,37950,7,213
0425124347,The Bad Place,Dean R. Koontz,1994,Berkley Publishing Group,37950,7,84
0440215625,Dragonfly in Amber,DIANA GABALDON,1993,Dell,37950,10,84
0671028375,Fatal Voyage,Kathy Reichs,2002,Pocket,37950,9,84
0399501487,Lord of the Flies,William Gerald Golding,1959,Perigee Trade,37950,9,158
0671758896,"Loves Music, Loves to Dance",Mary Higgins Clark,1992,Pocket,37950,5,107
0451177096,Dolores Claiborne,Stephen King,2004,Signet Book,37950,8,102
0812511816,"The Eye of the World (The Wheel of Time, Book 1)",Robert Jordan,1990,Tor Fantasy,37950,10,65
0425175405,Black Notice,Patricia Daniels Cornwell,2000,Berkley Publishing Group,37950,7,133
0440214041,The Pelican Brief,John Grisham,1993,Dell,37950,7,316
0345337662,Interview with the Vampire,Anne Rice,1993,Ballantine Books,37950,5,296
0312966970,Four To Score (A Stephanie Plum Novel),Janet Evanovich,1999,St. Martin's Paperbacks,37950,8,151
1558744630,Chicken Soup for the Teenage Soul (Chicken Soup for the Soul),Jack Canfield,1997,Health Communications,37950,7,65
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000,Scholastic,37950,8,179
0553250531,The Valley of Horses,JEAN M. AUEL,1984,Bantam,37950,6,87
074343627X,Dreamcatcher,Stephen King,2001,Pocket,37950,9,96
0553582755,One Door Away from Heaven,Dean R. Koontz,2002,Bantam Books,37950,4,101
0446679593,Suzanne's Diary for Nicholas,James Patterson,2002,Warner Books,37950,6,56
0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996,Berkley Publishing Group,37950,7,103
0441790348,Stranger in a Strange Land (Remembering Tomorrow),Robert A. Heinlein,1995,ACE Charter,37950,7,68
0451180429,The Quiet Game,Greg Iles,2000,Signet Book,37950,8,54
038549081X,The Handmaid's Tale : A Novel,Margaret Atwood,1998,Anchor,37950,8,72
0440220602,The Chamber,John Grisham,1995,Dell Publishing Company,37950,4,230
0671695169,Midnight Whispers (Cutler),V.C. Andrews,1992,Pocket,37950,1,58
0451190521,The Green Mile: The Mouse on the Mile (Green Mile Series),Stephen King,1996,Signet Book,37950,7,56
0451167317,The Dark Half,Stephen King,1994,Signet Book,37950,7,103
0553284789,F Is for Fugitive (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1990,Bantam,37950,9,130
0451163524,"The Drawing of the Three (The Dark Tower, Book 2)",Stephen King,1997,Signet Book,37950,10,63
0451166582,The Eyes of the Dragon,Stephen King,2001,Signet Book,37950,10,53
0425180638,The Last Precinct,Patricia Cornwell,2001,Berkley Publishing Group,37950,7,129
0425121259,The Servants of Twilight,Dean R. Koontz,1996,Berkley Publishing Group,37950,6,65
0671670689,Dawn (Cutler),V.C. Andrews,1990,Pocket,37950,1,77
0312983867,Hard Eight : A Stephanie Plum Novel (A Stephanie Plum Novel),Janet Evanovich,2003,St. Martin's Paperbacks,37950,7,106
0425100650,Twilight Eyes,Dean R. Koontz,1995,Berkley Publishing Group,37950,8,57
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,37950,8,183
0451176464,Gerald's Game,Stephen King,2001,Signet Book,37950,7,85
034538430X,TickTock,Dean R. Koontz,1997,Ballantine Books,37950,8,69
1558743316,A 2nd Helping of Chicken Soup for the Soul (Chicken Soup for the Soul Series (Paper)),Jack Canfield,1994,Health Communications,37950,8,56
0312986343,Visions of Sugar Plums: A Stephanie Plum Holiday Novel,Janet Evanovich,2004,St. Martin's Paperbacks,37950,2,68
0553580191,Seize the Night,DEAN KOONTZ,1999,Bantam,37950,10,85
0451172817,Needful Things,Stephen King,2004,Signet Book,37950,7,104
0425130711,Cold Fire,Dean R. Koontz,1996,Berkley Publishing Group,37950,6,57
0671743058,Boy's Life,Robert McCammon,1992,Pocket,37950,7,60
0451142934,Skeleton Crew,Stephen King,1986,New Amer Library,37950,10,59
0425158594,Demon Seed,Dean R. Koontz,1997,Berkley Publishing Group,37950,6,52
0345386108,Winter Moon,Dean R. Koontz,1995,Ballantine Books,37950,7,83
0446609404,Cradle and All,James Patterson,2001,Warner Vision,37950,5,101
0553569155,Seinlanguage,Jerry Seinfeld,1995,Bantam Books,37950,8,66
0451190556,The Green Mile: The Bad Death of Eduard Delacroix (Green Mile Series),Stephen King,1996,Signet Book,37950,8,53
0380703882,Communion : A True Story,Whitley Strieber,1988,Avon,37950,5,54
0805019375,L Is for Lawless (Kinsey Millhone Mysteries),Sue Grafton,1995,Henry Holt &amp; Company,37974,8,52
0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,37974,8,120
0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994,Penguin Books,37974,7,105
0449003795,P Is for Peril,Sue Grafton,2002,Ballantine Books,37974,8,124
1400031354,Tears of the Giraffe (No.1 Ladies Detective Agency),Alexander McCall Smith,2002,Anchor,37974,10,135
006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,37974,5,97
0971880107,Wild Animus,Rich Shapero,2004,Too Far,38023,9,772
0671042858,The Girl Who Loved Tom Gordon,Stephen King,2000,Pocket,38023,10,104
0380778556,Rebecca,Daphne Du Maurier,1994,Avon,38023,10,56
0385503857,Oryx and Crake,Margaret Atwood,2003,Nan A. Talese,38023,9,61
0345369947,The Mummy or Ramses the Damned,Anne Rice,1991,Ballantine Books,38023,10,83
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics,38023,10,98
0440206154,Red Dragon,Thomas Harris,2000,Dell Publishing Company,38023,7,212
1573225789,The Color of Water: A Black Man's Tribute to His White Mother,James McBride,1997,Riverhead Books,38023,10,105
0679731148,A Year in Provence,Peter Mayle,1991,Vintage Books USA,38023,8,79
0345342968,Fahrenheit 451,RAY BRADBURY,1987,Del Rey,38023,9,173
0786881852,Don't Sweat the Small Stuff and It's All Small Stuff : Simple Ways to Keep the Little Things from Taking Over Your Life (Don't Sweat the Small Stuff Series),Richard Carlson,1997,Hyperion,38023,8,128
0312924585,Silence of the Lambs,Thomas Harris,1991,St. Martin's Press,38023,7,151
0553280414,A Separate Peace,John Knowles,1985,Bantam Books,38023,9,60
0553280341,B Is for Burglar (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1986,Bantam,38023,9,183
0312201656,I Capture the Castle,Dodie Smith,1999,St. Martin's Griffin,38023,8,60
0451166892,The Pillars of the Earth,Ken Follett,1996,Signet Book,38281,8,132
0151008116,Life of Pi,Yann Martel,2002,Harcourt,38281,9,90
0316666343,The Lovely Bones: A Novel,Alice Sebold,2002,"Little, Brown",38281,6,555
0812550706,Ender's Game (Ender Wiggins Saga (Paperback)),Orson Scott Card,1994,Tor Books,38281,10,90
0440214041,The Pelican Brief,John Grisham,1993,Dell,38281,5,316
0439064864,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,1999,Scholastic,38281,8,111
043935806X,Harry Potter and the Order of the Phoenix (Book 5),J. K. Rowling,2003,Scholastic,38281,7,202
0439136369,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,2001,Scholastic,38281,8,122
0553213105,Pride and Prejudice,Jane Austen,1981,Bantam,38281,6,65
0374199698,Middlesex: A Novel,Jeffrey Eugenides,2002,"Farrar, Straus and Giroux",38281,9,81
0446310786,To Kill a Mockingbird,Harper Lee,1988,Little Brown &amp; Company,38464,9,216
0156027321,Life of Pi,Yann Martel,2003,Harvest Books,38464,8,239
0140293248,The Girls' Guide to Hunting and Fishing,Melissa Bank,2000,Penguin Books,38464,5,197
1592400876,"Eats, Shoots &amp; Leaves: The Zero Tolerance Approach to Punctuation",Lynne Truss,2004,Gotham Books,38464,9,81
0553271636,D Is for Deadbeat (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1988,Bantam,38464,8,143
0553279556,E Is for Evidence: A Kinsey Millhone Mystery (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1989,Bantam,38464,8,126
0786867647,Lucky Man: A Memoir,Michael J. Fox,2002,Hyperion,38464,9,85
0440225701,The Street Lawyer,JOHN GRISHAM,1999,Dell,38556,5,208
044021145X,The Firm,John Grisham,1992,Bantam Dell Publishing Group,38556,5,328
0385490992,The Street Lawyer,John Grisham,1998,Doubleday Books,38556,5,62
0070212570,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,1989,McGraw-Hill,38556,6,140
0380731851,Mystic River,Dennis Lehane,2002,HarperTorch,38556,5,156
1551666839,Dead Run,Erica Spindler,2003,Mira,38556,5,53
0312983271,Full House (Janet Evanovich's Full Series),Janet Evanovich,2002,St. Martin's Paperbacks,38556,5,139
0894803204,The Book of Questions,Gregory Stock,1987,Workman Publishing,38556,5,51
0446667900,A Darkness More Than Night,Michael Connelly,2002,Warner Vision,38556,5,54
0385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,38802,8,202
1558531025,Life's Little Instruction Book (Life's Little Instruction Books (Paperback)),H. Jackson Brown,1991,Thomas Nelson,39281,10,56
0446612545,The Beach House,James Patterson,2003,Warner Books,39281,7,141
0385508042,The King of Torts,John Grisham,2003,Doubleday Books,39281,8,111
0385509456,The Curious Incident of the Dog in the Night-Time : A Novel,MARK HADDON,2003,Doubleday,39281,10,53
0385511612,Bleachers,John Grisham,2003,Doubleday,39281,5,77
0449911004,Patty Jane's House of Curl (Ballantine Reader's Circle),LORNA LANDVIK,1996,Ballantine Books,39281,5,51
0316782505,The Weight of Water,Anita Shreve,2001,"Little, Brown",39281,9,79
1878424319,The Four Agreements: A Practical Guide to Personal Freedom,Don Miguel Ruiz,1997,Amber-Allen Publishing,39281,8,64
0446672211,Where the Heart Is (Oprah's Book Club (Paperback)),Billie Letts,1998,Warner Books,39281,10,307
0385504209,The Da Vinci Code,Dan Brown,2003,Doubleday,39281,10,422
0440218535,Smilla's Sense of Snow,Peter Hoeg,1997,Island,39281,9,67
0743237188,Fall On Your Knees (Oprah #45),Ann-Marie MacDonald,2002,Touchstone,39281,9,138
0446604801,Jack &amp; Jill (Alex Cross Novels),James Patterson,1997,Warner Books,39281,8,115
0375703055,Ellen Foster,Kaye Gibbons,1997,Vintage Books,39281,9,117
0385486804,Into the Wild,Jon Krakauer,1997,Anchor,39281,9,95
0316089699,Sea Glass: A Novel,Anita Shreve,2003,Back Bay Books,39281,5,72
0060922532,Pigs in Heaven,Barbara Kingsolver,1994,Perennial,39281,5,70
0425133540,The Sum of All Fears (Jack Ryan Novels),Tom Clancy,1996,Berkley Publishing Group,39281,8,103
055356160X,Cry Wolf,TAMI HOAG,1993,Bantam,39281,5,81
0380718340,Cruel &amp; Unusual (Kay Scarpetta Mysteries (Paperback)),Patricia D. Cornwell,1994,Avon,39281,8,126
044651652X,The Bridges of Madison County,Robert James Waller,1992,Warner Books,39281,9,205
0375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,39281,9,262
0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002,Villard Books,39281,10,80
044651862X,The Celestine Prophecy (Celestine Prophecy),James Redfield,1994,Warner Books,39281,9,101
0399146253,The Last Precinct,Patricia Daniels Cornwell,2000,Putnam Publishing Group,39281,7,61
006016848X,"Men Are from Mars, Women Are from Venus: A Practical Guide for Improving Communication and Getting What You Want in Your Relationships",John Gray,1992,HarperCollins Publishers,39281,8,97
0345445848,Big Cherry Holler: A Big Stone Gap Novel (Ballantine Reader's Circle),Adriana Trigiani,2002,Ballantine Books,39281,5,67
059035342X,Harry Potter and the Sorcerer's Stone (Harry Potter (Paperback)),J. K. Rowling,1999,Arthur A. Levine Books,39396,8,285
0449005615,Seabiscuit: An American Legend,LAURA HILLENBRAND,2002,Ballantine Books,39773,10,103
0786868716,The Five People You Meet in Heaven,Mitch Albom,2003,Hyperion,39773,10,197
0671027360,Angels &amp; Demons,Dan Brown,2001,Pocket Star,39773,10,291
0553571656,The Beekeeper's Apprentice,LAURIE R. KING,1996,Bantam,39773,9,52
0679446486,Airframe,Michael Crichton,1996,Alfred A. Knopf,39773,9,57
0553213148,Anne of Avonlea (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1984,Bantam Classics,39773,9,82
0066214122,Prey: A Novel,Michael Crichton,2002,HarperCollins,39773,7,83
0446608955,A Walk to Remember,Nicholas Sparks,2000,Warner Books,39773,8,153
0679444815,Timeline,Michael Crichton,1999,Alfred A. Knopf,39773,8,59
0440222656,The Horse Whisperer,Nicholas Evans,1996,Dell,39773,10,253
0743206029,On the Street Where You Live : A Novel,Mary Higgins Clark,2001,Simon &amp; Schuster,39773,9,57
0842329242,Nicolae: The Rise of Antichrist (Left Behind No. 3),Tim F. Lahaye,1998,Tyndale House Publishers,39773,9,92
0380978415,"Fluke : Or, I Know Why the Winged Whale Sings",Christopher Moore,2003,William Morrow &amp; Company,39773,8,51
0671011367,Deja Dead,Kathy Reichs,1998,Pocket,40012,10,78
0385730586,Sisterhood of the Traveling Pants,ANN BRASHARES,2003,Delacorte Books for Young Readers,40943,10,87
055321313X,Anne of Green Gables (Anne of Green Gables Novels (Paperback)),L.M. MONTGOMERY,1982,Bantam Classics,40943,10,98
0671003755,She's Come Undone (Oprah's Book Club (Paperback)),Wally Lamb,1996,Washington Square Press,40943,5,222
0385335482,Confessions of a Shopaholic (Summer Display Opportunity),SOPHIE KINSELLA,2001,Delta,40943,10,202
0743418174,Good in Bed,Jennifer Weiner,2002,Washington Square Press,40943,10,259
0440940001,Island of the Blue Dolphins (Laurel Leaf Books),Scott O'Dell,1978,Laure Leaf,40943,10,58
0140298479,Bridget Jones: The Edge of Reason,Helen Fielding,2001,Penguin Books,40943,10,120
0679746048,"Girl, Interrupted",SUSANNA KAYSEN,1994,Vintage,40943,8,133
0061020710,The Color of Magic,Terry Pratchett,2000,HarperTorch,40943,9,51
0553260111,The Bourne Identity,Robert Ludlum,1984,Bantam Books,40943,7,99
0553274295,Where the Red Fern Grows,Wilson Rawls,1984,Random House Children's Books,40943,10,68
0446365386,Gone with the Wind,Margaret Mitchell,1993,Warner Books,40943,10,63
0316788228,The Pilot's Wife,Anita Shreve,2001,"Little, Brown",40943,10,76
043936213X,Harry Potter and the Sorcerer's Stone (Book 1),J. K. Rowling,2001,Scholastic,40943,10,53
0743460529,Daddy's Little Girl,Mary Higgins Clark,2003,Pocket,40943,5,74
0553213172,Anne of the Island,Lucy Maud Montgomery,1983,Bantam Classics,40943,10,72
0380710722,It's Always Something,Gilda Radner,1990,Avon,40943,10,71
0971880107,Wild Animus,Rich Shapero,2004,Too Far,41667,1,772
0440221471,The Runaway Jury,JOHN GRISHAM,1997,Dell,41667,5,230
0971880107,Wild Animus,Rich Shapero,2004,Too Far,41757,5,772
0671888587,I'll Be Seeing You,Mary Higgins Clark,1994,Pocket,41757,6,108
0671004573,Before I Say Good-Bye,Mary Higgins Clark,2001,Pocket,41757,8,103
0449221490,L Is for Lawless,Sue Grafton,1996,Fawcett Books,41757,6,99
0553250426,The Clan of the Cave Bear (Earth's Children (Paperback)),Jean M. Auel,1984,Bantam Books,41757,8,148
0553280945,The Mammoth Hunters (Earth's Children (Paperback)),JEAN M. AUEL,1986,Bantam,41757,8,58
0440225701,The Street Lawyer,JOHN GRISHAM,1999,Dell,41841,9,208
0312278586,The Nanny Diaries: A Novel,Emma McLaughlin,2002,St. Martin's Press,41841,6,230
0142000205,Icy Sparks,Gwyn Hyman Rubio,2001,Penguin Books,41841,7,137
0385505833,Skipping Christmas,JOHN GRISHAM,2001,Doubleday,41841,7,98
0345443284,While I Was Gone,Sue Miller,1999,Ballantine Books,41841,6,194
0380789019,Neverwhere,Neil Gaiman,1998,Avon,41841,7,116
0375707972,The Reader,Bernhard Schlink,1999,Vintage Books USA,41841,3,189
067976402X,Snow Falling on Cedars,David Guterson,1995,Vintage Books USA,41841,6,319
0446605239,The Notebook,Nicholas Sparks,1998,Warner Books,41841,3,272
0060502258,The Divine Secrets of the Ya-Ya Sisterhood: A Novel,Rebecca Wells,2002,HarperTorch,41841,7,194
0671004107,Contact,Carl Sagan,1997,Pocket,41841,9,90
0375727345,House of Sand and Fog,Andre Dubus III,2000,Vintage Books,41841,8,262
